SurveyYear,SalaryUSD,Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,OtherPeopleOnYourTeam,Education,EmploymentSector,Gender,Salary_Cat
2020,144000.0,United States,Other,6,Full time employee,Data Scientist,False,6,None,Not Asked,Private business,Male,Tier 3
2020,60000.0,United States,Microsoft SQL Server,2,Full time employee,"Developer: App code (C#, JS, etc)",False,2,1,Not Asked,Private business,Male,Tier 2
2020,45000.0,United Kingdom,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",True,5,More than 5,Not Asked,Private business,Male,Tier 1
2020,72000.0,Austria,Microsoft SQL Server,8,Full time employee,"Developer: App code (C#, JS, etc)",False,8,1,Not Asked,Private business,Male,Tier 2
2020,146000.0,United Kingdom,PostgreSQL,13,Full time employee,Manager,True,1,None,Not Asked,Private business,Male,Tier 3
2020,90000.0,United States,Microsoft SQL Server,6,Full time employee,Analyst,True,1,None,Not Asked,Private business,Male,Tier 2
2020,51700.0,United States,Oracle,2,Full time employee,Developer: T-SQL,False,2,1,Not Asked,Private business,Male,Tier 2
2020,57000.0,United States,Other,1,Full time employee,Manager,False,1,None,Not Asked,Private business,Male,Tier 2
2020,97700.0,United States,Microsoft SQL Server,10,Full time employee,Analyst,False,1,2,Not Asked,Private business,Male,Tier 2
2020,115000.0,United States,Other,10,Full time employee,Developer: T-SQL,False,8,1,Not Asked,Non-profit,Male,Tier 3
2020,77040.0,United States,Microsoft SQL Server,4,Full time employee,Analyst,False,4,1,Not Asked,Private business,Male,Tier 2
2020,45000.0,United States,Microsoft SQL Server,1,Full time employee,Analyst,False,2,2,Not Asked,Private business,Male,Tier 1
2020,155000.0,United States,PostgreSQL,3,Full time employee,Engineer,False,3,More than 5,Not Asked,Private business,Male,Tier 4
2020,52000.0,United States,Microsoft SQL Server,5,Full time employee,Analyst,False,5,3,Not Asked,Private business,Female,Tier 2
2020,52500.0,United Kingdom,Microsoft SQL Server,7,Full time employee,Developer: T-SQL,False,3,None,Not Asked,Private business,Male,Tier 2
2020,80000.0,United Kingdom,Microsoft SQL Server,5,Full time employee,DBA,False,5,5,Not Asked,Private business,Male,Tier 2
2020,160000.0,United States,Microsoft SQL Server,11,Full time employee,Manager,True,5,2,Not Asked,Private business,Male,Tier 4
2020,135500.0,United States,Other,4,Contractual work,Engineer,False,2,1,Not Asked,Private business,Male,Tier 3
2020,90000.0,United States,Microsoft SQL Server,4,Full time employee,Engineer,False,3,4,Not Asked,Private business,Male,Tier 2
2020,95000.0,United States,Microsoft SQL Server,7,Full time employee,DBA,False,6,1,Not Asked,Private business,Male,Tier 2
2020,88000.0,United States,Oracle,6,Full time employee,"Developer: App code (C#, JS, etc)",False,6,More than 5,Not Asked,Private business,Male,Tier 2
2020,60000.0,United States,Microsoft SQL Server,1,Full time employee,Analyst,False,1,None,Not Asked,Private business,Female,Tier 2
2020,83000.0,United States,Oracle,2,Full time employee,"Developer: App code (C#, JS, etc)",False,2,4,Not Asked,Federal government,Male,Tier 2
2020,91000.0,United States,Microsoft SQL Server,4,Full time employee,Other,False,4,More than 5,Not Asked,Private business,Male,Tier 2
2020,71000.0,Canada,Microsoft SQL Server,20,Full time employee,DBA,False,20,1,Not Asked,Private business,Male,Tier 2
2020,85000.0,United States,Microsoft SQL Server,2,Full time employee,Engineer,False,4,1,Not Asked,Private business,Male,Tier 2
2020,85000.0,United States,Microsoft SQL Server,6,Full time employee,Analyst,False,7,4,Not Asked,Private business,Male,Tier 2
2020,100000.0,United States,PostgreSQL,2,Full time employee,"Developer: App code (C#, JS, etc)",False,7,2,Not Asked,Private business,Male,Tier 3
2020,75000.0,United States,Microsoft SQL Server,2,Full time employee,Analyst,False,2,1,Not Asked,Private business,Male,Tier 2
2020,68000.0,United States,Oracle,5,Full time employee,Analyst,False,6,None,Not Asked,State/province government,Male,Tier 2
2020,132500.0,United States,Microsoft SQL Server,8,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,1,None,Not Asked,Private business,Male,Tier 3
2020,68000.0,United States,Oracle,5,Full time employee,Analyst,False,6,None,Not Asked,State/province government,Male,Tier 2
2020,49000.0,United States,Microsoft SQL Server,3,Full time employee,DBA,False,1,1,Not Asked,Private business,Male,Tier 1
2020,83000.0,United States,Microsoft SQL Server,6,Full time employee,DBA,True,0,None,Not Asked,Private business,Male,Tier 2
2020,112000.0,United States,Microsoft SQL Server,10,Full time employee,Manager,True,8,None,Not Asked,Private business,Male,Tier 3
2020,72000.0,United States,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,False,5,None,Not Asked,Private business,Female,Tier 2
2020,81000.0,Denmark,Microsoft SQL Server,5,Full time employee,"Developer: App code (C#, JS, etc)",False,4,None,Not Asked,Private business,Male,Tier 2
2020,72000.0,United States,Oracle,2,Full time employee,Analyst,False,2,1,Not Asked,Private business,Male,Tier 2
2020,129000.0,United States,Microsoft SQL Server,8,Full time employee,DBA,False,8,5,Not Asked,Non-profit,Female,Tier 3
2020,87600.0,United States,PostgreSQL,5,Full time employee,Analyst,False,3,3,Not Asked,Private business,Male,Tier 2
2020,140000.0,United States,PostgreSQL,4,Contractual work,Engineer,False,1,None,Not Asked,Private business,Male,Tier 3
2020,57000.0,United States,Microsoft SQL Server,3,Full time employee,Analyst,False,3,None,Not Asked,Private business,Male,Tier 2
2020,81000.0,United States,Microsoft SQL Server,5,Full time employee,Analyst,False,10,3,Not Asked,Private business,Male,Tier 2
2020,66000.0,Sweden,Microsoft SQL Server,3,Contractual work,Developer: T-SQL,False,6,More than 5,Not Asked,Private business,Male,Tier 2
2020,66000.0,United Kingdom,Microsoft SQL Server,15,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,15,1,Not Asked,Non-profit,Male,Tier 2
2020,117000.0,United States,Microsoft SQL Server,12,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,17,1,Not Asked,Private business,Male,Tier 3
2020,99000.0,United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,False,4,2,Not Asked,Private business,Female,Tier 2
2020,87000.0,United States,Microsoft SQL Server,7,Full time employee,Analyst,False,7,None,Not Asked,Private business,Male,Tier 2
2020,150000.0,United States,Microsoft SQL Server,11,Full time employee,Architect,False,7,More than 5,Not Asked,Private business,Male,Tier 4
2020,94000.0,United States,Microsoft SQL Server,19,Full time employee,Developer: T-SQL,False,18,None,Not Asked,Private business,Male,Tier 2
2020,90000.0,United States,Oracle,15,Full time employee,Manager,True,10,More than 5,Not Asked,Local government,Male,Tier 2
2020,90000.0,United States,Oracle,15,Full time employee,Manager,True,10,More than 5,Not Asked,Local government,Male,Tier 2
2020,50000.0,Canada,Microsoft SQL Server,4,Full time employee,Developer: T-SQL,False,4,More than 5,Not Asked,Private business,Male,Tier 2
2020,17000.0,Turkey,MySQL/MariaDB,1,Full time employee,Analyst,False,1,5,Not Asked,Private business,Male,Tier 1
2020,98000.0,United States,Microsoft SQL Server,15,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,14,None,Not Asked,Non-profit,Male,Tier 2
2020,140000.0,United States,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,16,3,Not Asked,Private business,Male,Tier 3
2020,95000.0,United States,Microsoft SQL Server,1,Full time employee,Data Scientist,False,2,4,Not Asked,Non-profit,Male,Tier 2
2020,207000.0,United States,Oracle,5,Full time employee,Manager,True,10,None,Not Asked,Private business,Male,Tier 5
2020,85000.0,Canada,Oracle,3,Full time employee,Analyst,False,2,1,Not Asked,State/province government,Male,Tier 2
2020,90000.0,United States,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,False,8,None,Not Asked,Private business,Male,Tier 2
2020,67000.0,United States,Microsoft SQL Server,3,Full time employee,Analyst,False,3,More than 5,Not Asked,Non-profit,Male,Tier 2
2020,9000.0,India,MySQL/MariaDB,1,Full time employee,Analyst,False,3,3,Not Asked,Private business,Male,Tier 1
2020,90000.0,United States,Oracle,2,Full time employee,Analyst,False,7,1,Not Asked,State/province government,Female,Tier 2
2020,45000.0,Canada,Microsoft SQL Server,1,Full time employee,Other,False,1,5,Not Asked,Private business,Male,Tier 1
2020,80000.0,Ireland,Microsoft SQL Server,15,Full time employee,Developer: T-SQL,True,4,None,Not Asked,Private business,Male,Tier 2
2020,115500.0,United States,Microsoft SQL Server,10,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,8,1,Not Asked,Private business,Male,Tier 3
2020,123000.0,United States,Microsoft SQL Server,8,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,8,None,Not Asked,Non-profit,Male,Tier 3
2020,85000.0,United States,Microsoft SQL Server,3,Full time employee,Engineer,False,5,More than 5,Not Asked,Private business,Male,Tier 2
2020,90000.0,United States,MySQL/MariaDB,1,Full time employee,Analyst,False,5,None,Not Asked,Private business,Male,Tier 2
2020,80000.0,United States,Microsoft SQL Server,4,Full time employee,Analyst,False,4,1,Not Asked,Private business,Male,Tier 2
2020,90000.0,United States,Microsoft SQL Server,4,Full time employee,Developer: T-SQL,False,9,More than 5,Not Asked,Private business,Male,Tier 2
2020,65000.0,United States,Microsoft SQL Server,4,Full time employee,Analyst,False,4,3,Not Asked,"Education (K-12, college, university)",Female,Tier 2
2020,81500.0,United Kingdom,Oracle,5,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,3,More than 5,Not Asked,Private business,Male,Tier 2
2020,64000.0,United States,Microsoft SQL Server,2,Full time employee,Analyst,False,2,3,Not Asked,Private business,Male,Tier 2
2020,107500.0,United States,Amazon RDS (any flavor),1,Full time employee,Analyst,True,2,1,Not Asked,Private business,Male,Tier 3
2020,75000.0,United States,Other,6,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",False,6,More than 5,Not Asked,Private business,Male,Tier 2
2020,60000.0,United States,Microsoft SQL Server,1,Full time employee,Analyst,False,1,None,Not Asked,Private business,Male,Tier 2
2020,65000.0,United States,Amazon RDS (any flavor),5,Full time employee,Analyst,False,5,2,Not Asked,Private business,Male,Tier 2
2020,80000.0,United States,Microsoft SQL Server,19,Full time employee,DBA,False,19,None,Not Asked,Private business,Male,Tier 2
2020,165000.0,United States,Other,12,Full time employee,"Developer: App code (C#, JS, etc)",True,15,More than 5,Not Asked,Non-profit,Male,Tier 4
2020,72500.0,United States,Microsoft SQL Server,4,Full time employee,Analyst,False,4,None,Not Asked,Local government,Male,Tier 2
2020,61000.0,United States,Microsoft SQL Server,3,Full time employee,Analyst,False,3,None,Not Asked,Private business,Male,Tier 2
2020,122000.0,United States,Microsoft SQL Server,3,Full time employee,Analyst,True,3,2,Not Asked,Private business,Male,Tier 3
2020,113000.0,United States,Microsoft SQL Server,9,Full time employee,Manager,True,2,1,Not Asked,Private business,Male,Tier 3
2020,70000.0,United States,Microsoft SQL Server,6,Full time employee,Analyst,False,6,4,Not Asked,Private business,Male,Tier 2
2020,65672.0,United Kingdom,Microsoft SQL Server,11,Full time employee,DBA,False,9,2,Not Asked,Private business,Male,Tier 2
2020,55000.0,United States,Microsoft SQL Server,2,Full time employee,Analyst,False,1,1,Not Asked,Private business,Male,Tier 2
2020,105000.0,United States,Other,3,Full time employee,Manager,True,8,More than 5,Not Asked,Private business,Male,Tier 3
2020,83500.0,United States,Oracle,5,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",False,5,More than 5,Not Asked,Private business,Male,Tier 2
2020,28800.0,Germany,Microsoft SQL Server,2,Full time employee,"Developer: App code (C#, JS, etc)",True,2,4,Not Asked,Private business,Male,Tier 1
2020,150000.0,United States,Microsoft SQL Server,12,Full time employee,Developer: T-SQL,False,12,5,Not Asked,Private business,Male,Tier 4
2020,55000.0,Germany,Microsoft SQL Server,5,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,1,3,Not Asked,Private business,Male,Tier 2
2020,46820.0,United States,Microsoft SQL Server,3,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",True,3,None,Not Asked,"Education (K-12, college, university)",Male,Tier 1
2020,115000.0,United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,False,6,None,Not Asked,Private business,Male,Tier 3
2020,155000.0,United States,Microsoft SQL Server,10,Full time employee,Manager,True,25,None,Not Asked,Private business,Male,Tier 4
2020,115000.0,United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,False,6,None,Not Asked,Private business,Male,Tier 3
2020,110000.0,United States,Oracle,11,Contractual work,"Developer: App code (C#, JS, etc)",True,4,None,Not Asked,Private business,Male,Tier 3
2020,127000.0,United States,Microsoft SQL Server,10,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,4,None,Not Asked,Private business,Male,Tier 3
2020,33000.0,Spain,Microsoft SQL Server,1,Full time employee,Analyst,True,1,1,Not Asked,Private business,Female,Tier 1
2020,34132.0,United Kingdom,Microsoft SQL Server,5,Full time employee,Developer: T-SQL,False,5,1,Not Asked,Private business,Male,Tier 1
2020,80000.0,United States,MySQL/MariaDB,2,Full time employee,"Developer: App code (C#, JS, etc)",False,1,2,Not Asked,Private business,Male,Tier 2
2020,135000.0,United States,Oracle,5,Full time employee,Data Scientist,True,6,3,Not Asked,Private business,Male,Tier 3
2020,85000.0,United States,Microsoft SQL Server,4,Full time employee,Engineer,False,4,None,Not Asked,Private business,Male,Tier 2
2020,60000.0,United States,Microsoft SQL Server,1,Full time employee,DBA,True,1,1,Not Asked,Private business,Male,Tier 2
2020,92500.0,United States,Microsoft SQL Server,2,Full time employee,Analyst,False,2,4,Not Asked,Private business,Male,Tier 2
2020,92500.0,United States,Microsoft SQL Server,2,Full time employee,Analyst,False,2,4,Not Asked,Private business,Male,Tier 2
2020,110000.0,United States,Oracle,7,Full time employee,DBA,False,1,None,Not Asked,Private business,Male,Tier 3
2020,92500.0,United States,Microsoft SQL Server,2,Full time employee,Analyst,False,2,4,Not Asked,Private business,Male,Tier 2
2020,167000.0,United States,Microsoft SQL Server,9,Contractual work,Architect,False,1,More than 5,Not Asked,Federal government,Male,Tier 4
2020,90000.0,United States,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,False,3,2,Not Asked,Private business,Male,Tier 2
2020,72165.0,United Kingdom,Microsoft SQL Server,15,Full time employee,DBA,False,1,More than 5,Not Asked,Private business,Male,Tier 2
2020,150000.0,United States,Microsoft SQL Server,20,Full time employee,Architect,False,20,3,Not Asked,Private business,Male,Tier 4
2020,32000.0,Other,Microsoft SQL Server,8,Full time employee,"Developer: App code (C#, JS, etc)",False,9,2,Not Asked,Private business,Male,Tier 1
2020,108000.0,United States,Microsoft SQL Server,15,Full time employee,DBA,False,15,3,Not Asked,Private business,Male,Tier 3
2020,125000.0,United States,Microsoft SQL Server,5,Full time employee,Analyst,False,5,4,Not Asked,Private business,Male,Tier 3
2020,110000.0,United States,Microsoft SQL Server,25,Full time employee,DBA,False,22,1,Not Asked,Private business,Male,Tier 3
2020,76000.0,Australia,Microsoft SQL Server,2,Full time employee,DBA,False,2,1,Not Asked,Private business,Male,Tier 2
2020,122000.0,United States,Microsoft SQL Server,20,Full time employee,DBA,True,23,1,Not Asked,Private business,Female,Tier 3
2020,106956.0,United States,Microsoft SQL Server,20,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",False,20,4,Not Asked,Private business,Male,Tier 3
